CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
775,78.4872010952126,4,180077.23652388842,1,0,1,123139.9999483618,0,0,0
574,75.32487015116192,9,133076.20118921378,2,1,1,131995.4437653809,0,1,1
387,67.57701298059116,2,173595.01033235897,3,1,0,37439.257487737945,1,1,0
376,42.784748563007916,2,85760.86711945983,3,0,1,39342.25084722678,1,1,0
376,29.102572483278788,9,237455.42619212213,3,1,1,50761.41788807896,1,0,0
741,22.931805477892603,6,16359.083755971262,2,0,0,106140.7331757521,1,0,0
839,37.81860202124843,4,138298.51961779143,2,0,1,81917.31099881281,0,0,0
544,33.66158585279136,7,22155.5674763403,3,1,1,42075.74057490528,0,1,0
681,39.87439068097317,4,112244.6700731855,1,1,1,116951.73422678544,0,1,1
441,49.33435482544728,3,65299.004664393404,3,1,0,87271.81723634816,0,0,0
667,47.21293640620303,2,237511.85167285637,2,0,0,115029.56145678212,1,1,0
383,27.679631228095136,1,3314.7057290128214,4,1,0,138231.4154929772,1,0,0
442,34.36998173146015,2,99172.97119029997,3,0,0,138917.22352605144,1,0,1
651,30.448581456799896,6,198253.5357863956,3,1,1,59145.290372287855,0,0,0
844,72.18126697986503,7,47776.34142309059,2,1,1,40609.53455034753,0,0,0
451,28.308786809084413,4,206757.55306388618,2,0,1,76397.42721863188,1,1,0
457,34.76561748259086,10,217946.57456949647,2,1,1,30904.50012102665,1,0,0
745,46.88071504160515,0,179483.91961915774,2,1,0,25716.042586147178,0,1,1
602,40.98906102756013,2,53000.56122953752,3,0,1,147154.91694135725,0,1,0
749,40.47368343891713,3,68963.78178569558,2,1,1,146337.16313751874,1,0,0
523,54.11929098778897,9,42319.170175543,4,0,0,65731.46224614588,1,1,1
342,27.13483612443138,3,46661.49865069314,1,1,0,126668.16847116587,0,1,0
563,81.55904782330683,0,9251.063075413158,2,1,1,49045.332462305705,1,1,0
302,22.754960295984105,9,217335.6203279762,2,1,1,74248.00264642536,0,1,0
567,70.81326338841545,8,133979.18105247876,3,1,1,114438.49970074752,1,1,0
315,37.52488685245966,9,83089.35163271034,1,0,1,91570.5720909846,1,0,0
633,38.48709095868512,3,73409.87864600272,1,0,0,126745.36119463724,0,1,1
763,45.79542752437485,1,138084.48034452563,1,1,0,147405.07233087355,1,0,1
358,43.025253821892086,8,82816.98287194029,2,0,1,21172.29378280781,1,1,0
476,25.740151182409086,3,218958.80056714555,3,1,0,140187.6802164158,0,1,0
362,78.24618842993928,3,53479.24702603313,3,0,1,73748.14304388546,0,0,0
606,59.33773770977747,10,223669.93344521694,2,1,1,73033.3913640969,1,1,0
545,67.05741805830964,5,168352.27606972313,1,0,1,20085.730312601485,0,0,0
588,24.98626711698273,7,242512.47833043442,1,0,1,128465.50949846448,1,1,0
631,53.3395771267041,4,3829.7958409281064,3,0,0,118668.55640846904,1,0,0
826,36.750256700562474,7,14981.156536422357,4,0,1,136221.3514103077,0,1,0
554,49.57842865124434,0,126980.4295755284,2,1,0,41756.91600987707,1,0,0
809,65.3207276847245,3,231294.68190618523,4,0,1,47964.636837819606,1,0,0
762,55.260425029997805,0,185261.84550651355,4,0,0,59458.97563908874,0,0,0
498,60.484165111254555,2,157715.99239036767,1,0,1,88926.89306167951,1,0,0
570,46.757896939501165,10,8011.376744367471,4,0,0,64865.123868963085,0,0,0
363,74.88403753453738,6,89783.10114966887,2,0,1,58964.44834465037,1,0,0
529,40.049130842650456,0,87676.22857655567,3,0,1,43750.21601277533,0,1,0
548,48.64498771170581,4,137422.67062443582,2,0,1,40696.12968748619,1,1,0
545,57.231639495947405,0,65361.220852189945,2,1,0,81482.16624400993,1,0,1
456,68.982772193501,5,67725.9205578991,2,1,0,77967.00333552426,0,0,0
387,33.52657862152642,8,157392.7370243011,2,1,0,122067.06722385727,0,1,0
612,53.26832675549235,2,239454.75528194857,4,0,1,127097.5935499557,1,1,0
365,69.72925622568322,10,167360.21348872848,1,0,1,111079.81690763569,0,1,0
319,24.200955780755894,10,169375.8550850039,3,1,0,128056.40348894808,0,0,0
332,80.20051492017011,5,250012.64172883047,1,1,1,34150.75044244062,0,0,0
372,38.55777129429873,3,38907.83374566519,4,1,1,79508.75829941471,0,0,0
642,72.54129872427382,5,8577.361813365476,1,0,0,57238.90783534915,1,1,1
432,71.17472780559527,1,188993.2190649706,1,1,0,52733.65723483799,0,0,0
354,87.0909081626857,3,111235.81175214032,4,1,1,112650.35454627965,1,0,0
360,41.40374489951105,6,108709.84526002705,1,0,0,128059.72872483228,0,0,1
819,16.362189367448536,10,57116.047690898995,3,1,1,34915.84916397203,0,1,0
571,64.42135503731856,5,128493.47427617857,4,1,1,36132.923301760005,0,1,0
545,22.9272612060631,8,112093.91123856361,3,0,1,103122.44652997292,1,1,0
475,80.91224124454068,10,87574.09427890732,1,0,0,38758.86665145354,0,0,1
616,62.02148290199188,6,112239.12417069759,2,1,1,119890.01225123534,1,1,0
430,78.39865854223764,0,97304.91137739999,2,1,0,127730.36687174832,0,1,0
401,77.43196093033625,5,238270.5757886394,4,1,0,87969.72103637698,0,0,0
609,69.13905706108586,10,248500.93825162528,2,1,0,138092.3309730643,0,1,1
591,32.947380374694404,2,212921.0067392628,2,0,1,22645.61446284924,0,0,0
794,36.9487842012988,7,251077.18920660007,2,0,0,49433.36345062466,0,0,0
660,79.22069162477405,0,67361.81155303495,4,0,1,120482.10639989328,1,0,0
637,50.50581289098172,9,213687.6577491271,3,0,1,144449.06982417393,0,0,0
309,32.87647641826178,1,103083.41761781064,2,0,0,144875.3384073725,1,1,1
348,70.98433709918723,2,189151.01392320817,4,0,0,20051.745689929543,0,0,1
786,31.471855473123323,2,51054.50194546466,3,1,0,102142.25395619046,0,1,1
620,29.885612601599863,6,205836.78546323668,4,1,1,23552.76996145194,0,1,0
432,45.50089302626383,7,21158.840235002906,2,1,1,111042.3559115796,0,1,0
382,53.008202908629755,8,68588.35020321481,2,0,0,119845.42812604734,0,0,0
356,63.59429764957461,6,208370.97792913657,1,1,1,131496.17000306945,0,0,0
675,70.41897636522904,7,189410.30727169296,1,0,0,88827.64438240354,1,0,0
648,38.274930980677674,10,127069.70496909207,1,0,1,130514.61350888383,0,1,0
570,61.03258241750126,5,170557.8709150536,3,0,1,140099.6439542086,0,0,0
782,80.8985543246966,1,47044.367485301,4,0,0,89319.75254343018,1,0,0
410,33.56230712175308,0,169282.9442499006,3,0,0,88134.97865318523,0,0,1
375,35.89461184527902,2,2022.0165432994718,1,1,1,85761.40767210117,0,1,0
457,51.73759524855388,8,211226.29401475942,1,0,1,85602.72208428639,0,0,0
831,73.52673114593594,6,130882.67080903918,2,1,0,120689.4421147548,1,1,0
628,58.48273972427484,1,239280.06551343628,3,0,1,28752.890317379573,0,0,0
421,72.87139973951386,0,121218.12614332809,2,1,0,78823.77905057534,0,0,0
340,81.89986424781907,1,109790.78197130754,2,1,0,88118.26176498792,1,1,0
466,50.55782508157668,2,114091.66747203023,4,1,1,47879.24628169445,1,1,0
322,73.28757164231052,5,91193.82657771978,1,1,0,90365.88544227844,0,0,1
578,33.50117729608608,8,42253.34831335274,2,1,0,79235.78359360492,1,1,0
768,33.01667943440959,7,213469.03738118772,2,0,0,115885.72071626488,1,1,0
699,70.96166850574218,9,98635.98612720118,1,1,0,65928.26547681203,1,0,1
308,40.190322742724256,8,134132.84215233813,1,0,0,143470.5098893804,0,1,0
312,69.93392859745498,10,5041.47823919132,4,1,0,73784.94534657283,0,1,0
351,30.0220960085596,10,15274.795802211518,4,0,1,102016.01552381695,0,1,0
508,58.963773794087686,7,151390.300339317,2,0,0,48818.34822908173,0,0,0
849,77.35679352633585,6,222890.7258411805,2,0,0,109525.41278960824,0,0,1
701,31.36935988984325,5,125079.4377738041,2,1,0,86800.89137468912,1,0,0
490,57.0864455640607,7,41822.258351077806,3,0,1,64490.724716891,1,0,0
350,59.9368234013174,5,29439.12041005256,4,1,0,65228.364992348455,0,0,0
692,19.705805761746262,1,228102.8150969572,2,0,1,68809.06984737076,1,0,0
599,58.81445164200181,8,177870.30881908652,1,1,0,76868.94142475215,0,0,1
495,44.43651582657024,8,244937.61372350986,4,0,0,52194.340282149176,1,0,1
716,61.78356152167603,2,20875.97558404673,4,1,1,56062.13584776072,1,0,0
719,51.53803305226153,8,228818.9360769591,2,0,0,144587.16701829777,0,0,0
821,33.04771376943011,1,214373.9533375751,3,0,0,59164.02290850609,0,1,0
655,34.809246721711986,2,226428.95250046882,2,0,1,101498.05168037792,0,1,0
447,68.5762242572978,5,1460.9514945022001,3,1,0,64894.24771902875,1,0,0
664,52.409541247039776,3,188077.93855497675,3,0,0,125409.1411434732,0,1,1
663,49.59909213564289,7,139159.8120451103,1,0,0,110472.99351558623,0,0,0
701,83.733346315304,0,145305.16320908527,2,0,0,62669.54657938043,1,1,0
791,36.1576656279656,5,118946.12286290502,3,0,1,113161.10666792496,1,0,0
528,42.148692061148786,1,188274.0105265338,4,1,0,118376.76865838125,0,0,1
836,52.90176966322727,5,253466.54595210493,2,1,0,37977.910391832775,0,1,0
567,26.925842960652826,0,180126.65176008918,3,1,0,95159.02935818397,0,1,0
704,67.74764260310641,1,171890.7214108233,4,0,1,125008.70943099954,1,1,0
310,46.24073109945777,8,165904.72980430492,1,1,1,26545.357587569728,0,0,0
619,44.09076528955346,5,176241.22430500077,1,0,0,86022.63492638401,1,0,0
425,26.04506759243329,7,86728.00346296401,2,0,0,129178.53508122184,1,1,0
605,43.59528051383753,6,81178.03845668236,2,0,1,143859.1521133635,1,0,0
810,30.611393301257074,8,198835.39295255765,2,1,0,105278.06676400824,0,1,1
388,28.455097663072035,8,13458.199250691616,2,0,0,62614.71300786336,0,0,0
654,76.09912706509105,10,192474.8342632783,2,1,0,98629.71942710796,1,1,1
651,57.590823691782646,3,206314.77229388242,3,0,0,23557.2341008834,1,0,0
313,80.2337952852515,6,132228.8836328911,4,1,1,79262.02066535139,1,0,1
556,34.650131875542456,4,230729.1744249252,2,1,1,114552.56086711444,1,0,0
508,83.36230348509733,6,119931.1126990165,4,1,1,24706.92382989716,1,1,1
580,51.743784451666706,3,45146.26807760746,3,0,1,98420.3506639443,1,1,0
742,62.945680316667435,9,91617.19095454997,3,1,0,96481.86647829608,1,1,0
688,78.72885265173103,10,229644.01379865446,3,1,0,44657.40924059421,1,1,1
782,75.09000689328296,10,251919.89744864256,2,0,1,93998.95492575003,0,0,0
446,39.40433211664653,0,106943.05467638653,1,1,1,73228.53308605372,0,1,0
578,70.31664541976787,3,42296.81511667185,1,1,0,82247.77253132312,1,1,1
820,49.51181191290699,9,72586.55901721831,2,1,0,62302.84431043425,0,0,0
733,35.9348196046393,2,140264.65469077986,2,0,0,125344.801585164,0,0,0
443,30.9409827092071,8,145030.48413901884,2,1,0,67534.84882542929,1,1,0
588,41.824773753821766,4,159724.65083179588,3,1,0,122805.30527588536,1,1,0
685,36.28455225610188,3,211768.16715666172,1,1,1,29954.49684431959,1,1,1
313,63.87398748228612,7,180297.97006149462,1,0,0,56215.24567725397,0,0,0
556,31.63725836564138,4,66124.89815783587,4,1,0,72347.10280110338,0,0,0
645,29.232091971049016,2,100146.54806753856,4,1,1,72595.34991759859,0,1,0
644,67.01309730792777,1,212899.62372720262,1,0,0,77368.30827143363,0,1,0
699,34.063787310095016,7,160567.12245010346,1,1,0,104810.64909161848,1,1,1
506,47.43355100863453,1,42188.1879162622,3,1,0,94627.1104138062,0,1,0
471,43.27700616818187,7,82526.45903153231,4,1,1,87736.19560031907,0,0,0
763,71.12383285294273,4,200547.31097076414,2,0,0,128897.41002789787,0,0,0
569,21.88190575284607,7,43627.11431018949,3,1,0,45501.69686118147,0,1,0
520,45.26029925873748,4,175186.37614213375,4,0,0,131831.0461458536,0,1,0
451,60.480043411664134,0,142860.6184183566,2,1,0,125485.9114661762,1,0,0
482,72.57758087847233,10,37385.963420478685,2,1,1,45440.28928591174,1,0,0
698,75.82252218611455,10,174635.8270938989,1,0,0,101128.23245999242,1,1,0
371,61.79635767514753,1,36086.5013562446,1,1,0,49026.0887038651,1,0,0
717,26.103730131187625,5,101006.32269935869,2,1,0,142566.683542534,0,0,1
582,82.66111911588177,2,78222.18933925565,2,0,0,84083.45086211503,0,0,1
373,41.2098944536892,7,174922.55109999183,1,0,1,46483.91086483012,1,0,0
654,40.922813445271956,4,198334.55846444046,1,0,1,102694.2708388943,0,1,0
796,80.50542446372673,2,42669.48004664014,1,1,0,111937.16746472188,0,0,1
627,63.08504864941249,9,205847.0912588839,1,0,0,98646.0544649053,0,1,0
834,81.571428483037,6,1828.8157633557207,4,1,1,51419.30502956123,1,0,0
746,33.58146177656289,7,134373.70428130092,1,0,1,115577.8778235372,1,0,0
672,64.01566594256185,3,131009.74941737151,3,0,0,140843.15857481066,0,1,1
661,81.29628758258521,10,158143.27847450742,3,0,1,143777.5269756376,0,0,0
392,81.75508182331617,8,60765.831134590335,3,1,0,108332.3586317776,1,1,0
620,78.6272840345864,5,2498.7782139018095,1,1,1,129231.88448341515,1,1,1
623,39.301470508413324,0,115285.71309349587,2,1,0,147222.1353606888,0,0,1
683,64.5733825270215,4,18101.994890131,2,0,1,25639.50441952276,0,1,0
645,46.00637380003261,4,226177.65171117458,4,1,0,82008.77444864792,0,1,0
402,30.548228276841513,6,44025.67906653683,1,1,0,57883.04819465692,1,0,1
514,76.28502934460771,6,107799.65592819716,3,0,1,81722.33251299249,0,1,0
491,46.41559574162085,5,110022.26148132324,2,1,1,139199.3137653963,1,0,0
493,72.20945728668289,7,140155.21694472124,1,0,1,147840.20043022724,0,1,0
679,59.923133093500326,1,198377.65271668055,3,0,0,137640.17075636503,0,1,0
702,44.186744685167035,6,119692.99669161096,3,1,1,45625.26746263186,1,0,0
310,72.39359822884644,9,6528.640904124311,3,0,1,124372.35808266434,1,1,0
486,77.60007657275222,6,195482.10830475445,3,1,0,126295.36093384169,0,0,0
314,71.53548636556542,3,20831.53405230628,3,0,0,95319.2960452193,0,0,0
596,68.99265363078436,9,162638.43457839498,4,1,1,112935.96728024668,1,1,0
710,76.07359656569582,1,203675.23502398163,3,1,0,137696.4578546654,0,1,1
351,66.03741636615582,3,71664.01868367655,4,1,1,149241.35400661707,0,0,0
327,23.431525231091257,3,113851.76574018628,3,0,0,25209.053694114176,1,0,1
316,24.96590224592309,5,3634.2404592062444,3,1,0,53431.18148005165,1,1,0
650,56.8580045542666,6,203788.22092450634,3,0,1,141494.8901060155,1,1,0
727,25.237647219924302,2,178281.81094964617,3,1,1,62789.41094912176,0,0,0
528,52.20326281874878,9,58658.39059435134,4,1,0,33843.58806518295,0,1,0
509,63.19256470838488,0,98925.1847323742,1,0,1,60724.58708818918,0,0,0
730,82.49213311193645,2,176267.7999691865,2,1,1,87404.45162885178,1,1,1
593,62.17543964748337,8,90796.96131944579,4,1,1,70191.86290504035,0,0,0
403,37.24686802966464,0,41173.32911830396,4,0,1,122479.40399172636,1,1,0
503,81.37871209350749,7,131444.92991381828,4,1,1,99434.6350689697,1,1,0
352,83.21743647462303,1,183429.65169539806,1,1,1,76537.59232523075,0,1,1
674,41.82108076048137,5,81327.54776009002,2,0,0,149643.95895921634,0,0,0
353,69.45314333602005,2,30870.158214882198,1,1,1,135172.04946227928,0,1,1
575,42.844076493045065,6,210295.48989721143,2,1,1,132093.35429817278,1,0,0
634,28.5538474289837,1,64087.11530836743,2,0,1,93742.92477470863,1,0,0
330,20.607462700490686,3,130002.32774214646,2,0,1,121390.29513831748,1,1,0
434,84.67346828922629,9,175260.52620435957,1,1,0,63665.10881599269,1,1,1
357,48.56671790025921,8,80380.87382293292,2,0,0,62880.57144660905,0,1,0
404,77.02210726998493,5,164434.08883019903,3,1,1,135966.90297848918,0,1,0
565,74.43710593067026,3,116539.70978031984,4,0,1,97588.33506832224,0,1,0
821,25.786031281679804,1,144609.84883862745,2,1,0,64666.28273481848,1,0,0
795,31.26287140487936,9,149715.34578753533,4,0,1,129891.97838317956,1,1,0
552,80.10737731068242,8,208928.20470405207,1,1,1,77532.02303759039,0,0,0
594,75.67996562340076,3,166383.49295715877,1,1,0,71996.86478938964,1,1,0
457,70.56049873480794,8,67003.67246829026,3,1,1,23402.231126654544,0,0,1
848,37.15718389985204,1,15110.134814680458,2,0,1,108270.32783180238,0,1,0
366,68.47484045964191,6,503.3498916808559,4,0,0,89243.51887903202,0,0,0
598,71.89979029791579,10,229276.39751654278,4,1,1,60537.785625609846,1,1,1
762,75.2878762408809,10,238831.76327595944,4,0,1,38109.18605826864,1,1,0
400,70.33318479177984,4,23857.947912220443,1,0,0,43714.0311475591,0,1,1
355,63.8646725304582,7,123471.64138814142,2,0,0,49232.06192143406,0,1,0
631,35.01492830776508,10,38430.48874958674,3,0,0,132476.46242529212,0,0,1
692,43.63986045060713,7,240514.80700214932,3,0,1,82482.68868077683,1,1,0
680,47.02229424851777,3,62573.84167995583,1,0,0,110414.62443919032,1,1,1
391,81.2622977007422,3,127171.19422991645,2,1,1,79971.3947660356,0,1,0
746,78.81393120678098,7,41985.92547654882,3,1,1,81584.98958998642,0,1,0
408,59.042214387007895,2,84357.35974736448,3,0,0,126879.22373455316,0,0,0
616,64.19316098003513,6,67637.35670963724,1,0,1,120250.37493124529,0,0,0
467,60.96871240559723,7,120523.96631704553,4,0,1,50177.96289985572,0,1,0
734,57.49446060250347,7,106417.78631849297,3,1,0,101343.57522055098,1,0,1
741,25.70609140187142,10,83859.65145056449,1,1,0,108424.46797055204,0,1,1
517,82.81953357663336,9,26840.74760274082,3,0,1,72624.44790419875,1,1,0
521,66.09395893407563,3,122820.99052959813,3,1,1,28883.128455791324,0,0,0
827,58.36112205049999,8,215533.92804134468,1,1,1,68282.6290360876,1,1,0
577,77.41786994713522,9,185116.93695271187,1,1,1,66579.67564621306,1,1,0
765,64.27364437500985,3,182670.98395535612,2,1,0,109781.84553718174,0,0,0
329,41.938506952457736,7,92806.92297081769,3,1,1,125237.315938666,1,0,0
658,26.913855590069304,5,179589.39919383233,4,1,1,71482.04840137891,1,1,0
587,35.2229457353398,4,118015.6228569301,4,0,1,103943.11294533144,0,1,0
385,66.1413374149862,3,38096.084087460076,2,1,0,103568.49518242312,1,1,0
533,24.766045904826512,4,106232.1652296943,2,0,0,104260.16969279147,1,1,0
612,43.014825706544364,10,33650.210231245044,1,0,0,92060.17054262302,0,1,1
664,62.78180366956058,0,29022.228827668558,4,1,1,101798.1029241733,1,1,0
568,68.79810995693101,6,5845.702726895071,3,1,1,132799.36835805152,1,1,0
430,39.16050347239676,7,71705.62645148126,1,0,1,139837.76306312956,1,1,0
650,21.198603153184497,8,83879.16888572491,3,1,1,31933.92619874491,0,0,0
479,71.10514183809673,2,177314.0780674483,4,0,1,21527.83456235371,0,0,0
779,52.471821479867415,8,136388.13340239448,1,0,1,87459.05584278786,0,1,1
462,78.90124676390978,9,217623.257517771,3,1,1,73665.60680059015,1,1,0
395,34.02802471025416,4,44736.58980912155,2,1,1,78652.02720329093,0,1,0
809,75.42726982538068,9,67421.94774819675,3,1,0,79605.67604606069,0,1,0
664,70.58291889831361,5,238569.6517846434,3,0,0,136374.51689894943,1,1,1
652,50.92185883879348,0,112568.70606431949,1,0,0,102761.51867586702,0,0,0
735,63.24978138166787,8,200030.16386713364,4,1,1,77504.20979228182,0,0,0
382,67.11464365503733,8,124768.08535211203,3,1,0,79121.75227827195,1,0,0
524,27.784228594960034,5,119423.64685128568,3,1,0,129785.34162680284,0,1,1
711,24.18271462051858,7,37548.5583370426,3,1,0,48217.3098122482,0,0,0
417,58.748629573534906,3,215785.30405632744,3,0,1,21917.044029453376,1,1,0
781,31.901011882517295,4,19863.634592769384,2,1,1,82161.75982230293,0,1,0
491,27.894822821090706,4,78653.44836324111,4,0,1,144861.224659195,0,0,0
406,63.90903454534026,6,170729.063734435,4,1,0,125868.36522810184,1,0,0
681,56.670301504823215,6,128593.48550922934,1,0,0,73091.37912618057,1,1,0
689,63.16796500384175,6,223435.8284800694,3,0,0,42762.881819739,0,0,1
543,31.60957285945656,4,9962.317395424467,1,0,0,94117.57986630908,1,1,1
767,27.635372659572912,3,164629.53841760967,2,1,1,134361.5932493977,1,0,0
837,68.4591622774069,7,121040.97608885632,2,1,1,113245.56355343376,0,0,0
509,78.03070388871382,0,39119.1717173666,3,1,0,90226.02898720866,1,1,1
372,59.59373267579808,0,188419.7745203429,1,0,1,115533.94758089515,1,1,1
608,23.90986480126802,5,104269.2850333101,1,1,1,145405.1086217968,0,0,0
485,33.65472790195093,1,134759.8863546506,4,1,0,91850.1561768651,1,1,0
552,40.53291003950076,2,245208.99627870982,1,1,0,92195.23286772968,0,0,1
312,55.73449972869019,3,123262.86869237122,2,0,1,82218.43144875023,0,0,0
598,52.511756148784855,1,208731.02132683306,2,1,1,93659.6870589976,1,0,0
375,76.79961753559985,9,195093.5100687403,3,0,0,102571.08970365937,0,0,0
350,36.69892600237729,6,168013.11843312203,1,0,1,46556.29299707759,1,1,0
448,61.39001421802998,9,227348.41339812044,1,1,0,93843.79517815808,0,1,1
421,41.101192907516385,0,63782.8509166126,2,1,1,21749.45455804295,0,1,0
510,36.14118044065721,2,208071.48812669484,3,0,0,141930.815095732,1,0,1
579,48.00918531470011,1,95771.88124140348,4,1,1,24919.10844217296,1,1,0
837,24.499192885941213,8,205972.36124648826,4,0,1,144559.90171239205,1,1,0
455,39.6773241170886,7,125179.02976422175,3,0,0,145969.0597522333,1,0,0
537,50.13647562214494,2,217435.5457376505,3,0,0,88482.72989697702,0,1,0
675,81.15534394819386,4,226849.3575187782,4,1,1,63214.36338134815,0,0,0
381,75.95751321000259,2,151507.0775093298,2,0,1,44043.593164058286,1,1,0
791,77.48277155755926,10,128687.13262797141,1,0,1,41082.71039817372,0,0,0
655,41.49052333236849,10,198567.22408730118,4,1,0,50931.41213109331,1,0,0
572,51.65307095418824,10,67682.94803102556,3,0,0,81906.84717476345,1,1,0
343,34.37620198679765,5,3891.002542247051,3,0,0,116576.75800774735,0,1,0
422,79.1898224375348,4,103201.44322143924,1,1,0,71834.84644469903,0,1,1
648,88.99641429105067,10,128724.4428330539,3,0,1,121531.5706504773,1,1,1
629,42.831566450242434,1,75358.26552742312,2,1,0,93396.1991125756,0,0,1
708,24.092291254254107,9,97185.03057373535,3,1,0,22506.006839228,1,0,0
622,33.00308108745351,7,33731.2316379,1,0,1,37132.89297986441,1,1,0
410,38.89468214887249,5,70295.01111177461,4,1,1,94392.45705687926,1,0,0
388,78.77706053210119,2,60865.92026812536,2,0,1,40951.52467694496,1,1,0
732,34.51096651298186,0,76302.36073250505,3,1,0,99080.5214840804,0,0,0
398,52.77212186702371,4,75812.39622559819,1,0,1,77886.48628493128,0,1,1
838,73.21083966200673,10,141702.5552560606,4,1,0,109710.69127442144,0,1,0
445,54.047352061960716,1,63528.15043645629,4,0,1,57886.81761824825,1,0,0
556,49.648375848108856,1,238540.53702955478,1,0,0,126811.27600672166,1,0,1
488,54.256108227288536,8,129611.89515036475,4,1,1,70554.9574834553,1,0,0
539,70.50149611062524,10,32693.822398542954,4,0,0,123564.23660510752,1,0,0
802,47.72443917854196,9,70882.22706528314,4,0,0,22518.203536209563,0,1,0
570,73.0217976529977,6,184998.84300408565,4,1,1,71100.93286337022,1,1,0
819,21.582441464675917,5,3462.6657627553245,1,1,0,48624.49613549,1,0,0
849,42.69279615845592,0,237743.69336879908,1,1,0,77678.44142780936,1,0,1
413,24.087455068980272,9,112855.59365612222,3,0,0,143085.293516612,0,0,0
638,35.91633095250075,1,132097.32941436517,3,0,1,40664.44400573812,1,1,0
658,46.446178124277935,10,250569.70433285326,2,0,1,31439.516001260145,0,1,0
633,78.11255197059212,6,127616.35059278776,4,1,1,27604.500569666023,1,0,0
468,68.0276391258314,2,240260.00879467945,4,0,1,36036.7967271034,0,1,0
638,60.357727074856754,1,232017.757131196,2,0,0,28054.49751530005,1,0,0
560,82.91365425698879,5,238630.34587130495,1,0,1,109015.9453709558,0,1,1
498,65.14648711993037,7,205942.48982656832,1,1,0,35262.2281627836,0,1,1
510,69.81010971521306,7,75139.07428449971,2,1,1,45667.18861289197,0,0,0
586,69.78738661429499,10,87810.48372454976,3,0,0,103919.02339584954,1,0,1
771,75.80943276223276,1,92526.1209181075,3,1,1,78000.52483681288,0,1,0
781,48.598057356119014,5,248229.47812015621,4,1,0,27106.4200455428,0,0,0
322,82.9527059973269,4,91454.14907776048,3,0,1,146187.63484940038,0,1,1
408,58.56380017436758,6,27553.531904488922,1,1,1,97991.0345898424,0,1,0
595,21.471728206590985,3,197312.04646287838,2,1,0,99792.90058210822,0,0,0
305,59.738325036783365,1,92799.7119146527,2,1,1,130835.7864008046,0,0,0
849,41.52743835939311,9,157411.77837468157,2,0,0,138182.1453531206,0,1,1
502,69.78666176525832,2,234332.10031161565,3,1,0,27421.746554530288,0,0,0
624,27.564233133938064,8,145894.857415135,2,1,1,28885.019271914596,1,1,0
543,84.23112036403681,9,161661.642126905,2,0,1,120951.61981322985,0,0,0
626,37.16066541830963,7,162970.344623335,3,0,0,110458.50846792164,0,1,1
346,62.025992333202524,8,155247.6561349491,1,0,1,48185.613262270985,0,0,1
312,42.69169234321325,4,40502.701428866414,4,0,0,61759.514727228925,0,1,0
679,48.7753640856519,4,115704.6335321972,1,0,1,99435.32343468069,0,0,0
664,28.982375217522424,6,1942.8849118015137,3,1,1,122568.77005467284,1,1,0
641,25.196657346050507,6,158762.69141684877,2,0,0,98410.3340166696,1,0,0
520,48.55457052328995,0,145857.52041781208,4,1,0,122955.91877090264,0,1,0
372,43.99423237271157,4,80650.10333946405,1,0,1,49720.34553181534,1,0,0
345,56.50905669291713,7,132811.3276735901,4,1,1,63044.86893886311,1,1,0
803,70.80401574322718,6,124993.74061955384,1,0,1,33211.006406100154,1,0,0
573,56.803243462624984,10,63608.8356573839,1,1,1,148025.87615922088,1,0,0
507,44.48284147051595,1,74350.53062414707,3,0,0,125168.73330420472,0,1,0
423,63.5292746236133,7,193309.69927204147,1,1,0,113052.44662622496,1,0,0
309,28.173493273904032,1,191583.64992447456,2,1,1,45325.6204434014,1,0,0
628,56.55037104819723,9,119093.19838242116,3,0,0,110828.9033886736,0,1,0
486,79.60629326388573,0,181893.74791616414,4,1,1,132113.66166668374,0,1,0
842,65.13593499246507,10,114281.40952180236,3,1,1,125345.35743463592,0,0,0
359,36.844798124540574,10,215829.52179805544,1,0,1,118109.09803350992,0,0,1
741,77.88098849790532,10,84368.91909799157,4,1,0,70330.40659098205,1,0,0
516,28.8984890911944,2,235075.4058795945,2,1,0,119705.3494064853,1,0,0
301,75.55747116434097,2,137472.85703228632,3,0,0,82994.44091710646,1,1,0
835,79.1061416309955,5,135800.77633442404,1,1,0,72588.32242932892,1,0,0
655,70.27915352196712,2,170055.32061348698,4,0,1,145421.7015728958,1,1,1
464,67.17647541980342,6,86409.48255498691,2,1,1,39067.08573842482,1,0,0
390,48.08481781079587,7,183622.82440543306,2,1,0,132413.46386856947,0,0,1
466,81.43062765129126,2,81230.09845144284,3,1,1,61873.03697520676,1,0,0
506,24.52987313609993,8,100778.99025500688,4,1,0,87133.65711090139,0,1,1
581,56.17469997230755,0,171042.23778249917,1,0,0,67181.67823972984,1,0,0
364,53.01395149590315,2,95939.60493374224,4,0,0,85415.67640427657,0,0,0
815,45.96607145688411,2,50694.89731034067,2,1,0,126392.3332545269,0,0,0
456,31.77895115236336,6,221033.37333455659,4,1,1,43791.71718686471,0,0,0
605,59.02163047107281,10,233773.10876591355,3,0,1,118123.0975012112,1,0,0
694,51.903874392171645,10,158880.88810746677,4,0,1,77965.56634702628,1,1,0
373,31.753195907921047,4,205632.63134412505,4,0,0,141543.5327928345,1,0,0
